0 Uu Uu Uu Uu Uu Uu Uu Uu
0.029428 0s 0s 0s 1s 0s 1s 1s 1s
0.029432 0s 0s 0s 1s 1s 0s 0s 0s
0.029436 0s 0s 0s 1s 1s 0s 1s 0s
0.029439999999999997 0s 0s 0s 1s 1s 1s 0s 0s
0.029443999999999998 0s 0s 0s 1s 1s 1s 1s 0s
0.029448 0s 0s 1s 0s 0s 0s 0s 0s
0.029452 0s 0s 1s 0s 0s 0s 1s 1s
0.029456 0s 0s 1s 0s 0s 1s 0s 1s
0.02946 0s 0s 1s 0s 0s 1s 1s 1s
0.029463999999999997 0s 0s 1s 0s 1s 0s 0s 1s
0.029467999999999998 0s 0s 1s 0s 1s 1s 0s 0s
0.029471999999999998 0s 0s 1s 0s 1s 1s 1s 0s
0.029476 0s 0s 1s 1s 0s 0s 0s 0s
0.02948 0s 0s 1s 1s 0s 0s 1s 1s
0.029484 0s 0s 1s 1s 0s 1s 1s 0s
0.029488 0s 0s 1s 1s 1s 0s 0s 0s
0.029491999999999997 0s 0s 1s 1s 1s 0s 1s 1s
0.029495999999999998 0s 0s 1s 1s 1s 1s 0s 1s
0.0295 0s 1s 0s 0s 0s 0s 0s 0s
0.029504 0s 1s 0s 0s 0s 0s 1s 1s
0.029508 0s 1s 0s 0s 0s 1s 1s 0s
0.029512 0s 1s 0s 0s 1s 0s 0s 1s
0.029515999999999997 0s 1s 0s 0s 1s 0s 1s 1s
0.029519999999999998 0s 1s 0s 0s 1s 1s 1s 0s
0.029523999999999998 0s 1s 0s 1s 0s 0s 0s 1s
0.029528 0s 1s 0s 1s 0s 1s 0s 0s
0.029532 0s 1s 0s 1s 0s 1s 1s 1s
0.029536 0s 1s 0s 1s 1s 0s 1s 0s
0.02954 0s 1s 0s 1s 1s 1s 0s 1s
0.029543999999999997 0s 1s 1s 0s 0s 0s 0s 0s
0.029547999999999998 0s 1s 1s 0s 0s 0s 1s 1s
0.029552 0s 1s 1s 0s 0s 1s 1s 0s
0.029556 0s 1s 1s 0s 1s 0s 1s 0s
0.02956 0s 1s 1s 0s 1s 1s 0s 1s
0.029564 0s 1s 1s 1s 0s 0s 0s 0s
0.029567999999999997 0s 1s 1s 1s 0s 0s 1s 1s
0.029571999999999998 0s 1s 1s 1s 0s 1s 1s 0s
0.029575999999999998 0s 1s 1s 1s 1s 0s 0s 1s
0.02958 0s 1s 1s 1s 1s 1s 0s 0s
0.029584 1s 0s 0s 0s 0s 0s 0s 0s
0.029588 1s 0s 0s 0s 0s 0s 1s 1s
0.029592 1s 0s 0s 0s 0s 1s 1s 0s
0.029595999999999997 1s 0s 0s 0s 1s 0s 0s 1s
0.029599999999999998 1s 0s 0s 0s 1s 1s 0s 0s
0.029604 1s 0s 0s 0s 1s 1s 1s 1s
0.029608 1s 0s 0s 1s 0s 0s 1s 0s
0.029612 1s 0s 0s 1s 0s 1s 0s 1s
0.029616 1s 0s 0s 1s 1s 0s 0s 1s
0.029619999999999997 1s 0s 0s 1s 1s 1s 0s 0s
0.029623999999999998 1s 0s 0s 1s 1s 1s 1s 1s
0.029627999999999998 1s 0s 1s 0s 0s 0s 1s 0s
0.029632 1s 0s 1s 0s 0s 1s 0s 1s
0.029636 1s 0s 1s 0s 1s 0s 0s 0s
0.02964 1s 0s 1s 0s 1s 0s 1s 1s
0.029644 1s 0s 1s 0s 1s 1s 1s 0s
0.029647999999999997 1s 0s 1s 1s 0s 0s 0s 1s
0.029651999999999998 1s 0s 1s 1s 0s 1s 0s 0s
0.029656 1s 0s 1s 1s 0s 1s 1s 0s
0.02966 1s 0s 1s 1s 1s 0s 0s 1s
0.029664 1s 0s 1s 1s 1s 1s 0s 0s
0.029668 1s 0s 1s 1s 1s 1s 1s 1s
0.029671999999999997 1s 1s 0s 0s 0s 0s 1s 0s
0.029675999999999998 1s 1s 0s 0s 0s 1s 0s 0s
0.029679999999999998 1s 1s 0s 0s 0s 1s 1s 1s
0.029684 1s 1s 0s 0s 1s 0s 0s 1s
0.029688 1s 1s 0s 0s 1s 1s 0s 0s
0.029692 1s 1s 0s 0s 1s 1s 1s 1s
0.029696 1s 1s 0s 1s 0s 0s 0s 1s
0.029699999999999997 1s 1s 0s 1s 0s 0s 1s 1s
0.029703999999999998 1s 1s 0s 1s 0s 1s 1s 0s
0.029708 1s 1s 0s 1s 1s 0s 0s 0s
0.029712 1s 1s 0s 1s 1s 0s 1s 0s
0.029716 1s 1s 0s 1s 1s 1s 0s 0s
0.02972 1s 1s 0s 1s 1s 1s 1s 1s
0.029723999999999997 1s 1s 1s 0s 0s 0s 0s 1s
0.029727999999999997 1s 1s 1s 0s 0s 0s 1s 1s
0.029731999999999998 1s 1s 1s 0s 0s 1s 0s 1s
0.029736 1s 1s 1s 0s 0s 1s 1s 1s
0.02974 1s 1s 1s 0s 1s 0s 0s 0s
0.029744 1s 1s 1s 0s 1s 0s 1s 0s
0.029748 1s 1s 1s 0s 1s 1s 0s 0s
0.029751999999999997 1s 1s 1s 0s 1s 1s 1s 0s
0.029755999999999998 1s 1s 1s 0s 1s 1s 1s 1s
0.029759999999999998 1s 1s 1s 1s 0s 0s 0s 1s
0.029764 1s 1s 1s 1s 0s 0s 1s 0s
0.029768 1s 1s 1s 1s 0s 0s 1s 1s
0.029772 1s 1s 1s 1s 0s 1s 0s 1s
0.029776 1s 1s 1s 1s 0s 1s 1s 0s
0.029779999999999997 1s 1s 1s 1s 0s 1s 1s 1s
0.029783999999999998 1s 1s 1s 1s 1s 0s 0s 0s
0.029788 1s 1s 1s 1s 1s 0s 0s 1s
0.029792 1s 1s 1s 1s 1s 0s 1s 0s
0.029796 1s 1s 1s 1s 1s 0s 1s 1s
0.0298 1s 1s 1s 1s 1s 1s 0s 0s
0.029803999999999997 1s 1s 1s 1s 1s 1s 0s 1s
0.029807999999999998 1s 1s 1s 1s 1s 1s 0s 1s
0.029811999999999998 1s 1s 1s 1s 1s 1s 1s 0s
0.029816 1s 1s 1s 1s 1s 1s 1s 0s
0.02982 1s 1s 1s 1s 1s 1s 1s 1s
0.029824 1s 1s 1s 1s 1s 1s 1s 1s
0.029828 1s 1s 1s 1s 1s 1s 1s 1s
0.029831999999999997 1s 1s 1s 1s 1s 1s 1s 1s
0.029835999999999998 1s 1s 1s 1s 1s 1s 1s 1s
0.02984 1s 1s 1s 1s 1s 1s 1s 1s
0.029844 1s 1s 1s 1s 1s 1s 1s 1s
0.029848 1s 1s 1s 1s 1s 1s 1s 1s
0.029852 1s 1s 1s 1s 1s 1s 1s 1s
0.029855999999999997 1s 1s 1s 1s 1s 1s 1s 1s
0.029859999999999998 1s 1s 1s 1s 1s 1s 1s 0s
0.029863999999999998 1s 1s 1s 1s 1s 1s 1s 0s
0.029868 1s 1s 1s 1s 1s 1s 0s 1s
0.029872 1s 1s 1s 1s 1s 1s 0s 1s
0.029876 1s 1s 1s 1s 1s 1s 0s 0s
0.02988 1s 1s 1s 1s 1s 0s 1s 1s
0.029883999999999997 1s 1s 1s 1s 1s 0s 1s 1s
0.029887999999999998 1s 1s 1s 1s 1s 0s 1s 0s
0.029892 1s 1s 1s 1s 1s 0s 0s 1s
0.029896 1s 1s 1s 1s 1s 0s 0s 0s
0.0299 1s 1s 1s 1s 0s 1s 1s 1s
0.029904 1s 1s 1s 1s 0s 1s 0s 1s
0.029907999999999997 1s 1s 1s 1s 0s 1s 0s 0s
0.029911999999999998 1s 1s 1s 1s 0s 0s 1s 1s
0.029915999999999998 1s 1s 1s 1s 0s 0s 0s 1s
0.02992 1s 1s 1s 1s 0s 0s 0s 0s
0.029924 1s 1s 1s 0s 1s 1s 1s 0s
0.029928 1s 1s 1s 0s 1s 1s 0s 1s
0.029932 1s 1s 1s 0s 1s 0s 1s 1s
0.029935999999999997 1s 1s 1s 0s 1s 0s 0s 1s
0.029939999999999998 1s 1s 1s 0s 1s 0s 0s 0s
0.029944 1s 1s 1s 0s 0s 1s 1s 0s
0.029948 1s 1s 1s 0s 0s 1s 0s 0s
0.029952 1s 1s 1s 0s 0s 0s 1s 0s
0.029956 1s 1s 1s 0s 0s 0s 0s 0s
0.029959999999999997 1s 1s 0s 1s 1s 1s 1s 0s
0.029963999999999998 1s 1s 0s 1s 1s 0s 1s 1s
0.029967999999999998 1s 1s 0s 1s 1s 0s 0s 1s
0.029972 1s 1s 0s 1s 0s 1s 1s 1s
0.029976 1s 1s 0s 1s 0s 1s 0s 1s
0.02998 1s 1s 0s 1s 0s 0s 1s 0s
0.029984 1s 1s 0s 1s 0s 0s 0s 0s
0.029987999999999997 1s 1s 0s 0s 1s 1s 0s 1s
0.029991999999999998 1s 1s 0s 0s 1s 0s 1s 1s
0.029996 1s 1s 0s 0s 1s 0s 0s 0s
0.03 1s 1s 0s 0s 0s 1s 1s 0s
0.030004 1s 1s 0s 0s 0s 0s 1s 1s
0.030008 1s 1s 0s 0s 0s 0s 0s 0s
0.030011999999999997 1s 0s 1s 1s 1s 1s 0s 1s
0.030015999999999998 1s 0s 1s 1s 1s 0s 1s 1s
0.030019999999999998 1s 0s 1s 1s 1s 0s 0s 0s
0.030024 1s 0s 1s 1s 0s 1s 0s 1s
0.030028 1s 0s 1s 1s 0s 0s 1s 0s
0.030032 1s 0s 1s 0s 1s 1s 1s 1s
0.030036 1s 0s 1s 0s 1s 1s 0s 0s
0.030039999999999997 1s 0s 1s 0s 1s 0s 0s 1s
0.030043999999999998 1s 0s 1s 0s 0s 1s 1s 0s
0.030048 1s 0s 1s 0s 0s 0s 1s 1s
0.030052 1s 0s 1s 0s 0s 0s 0s 0s
0.030056 1s 0s 0s 1s 1s 1s 0s 1s
0.03006 1s 0s 0s 1s 1s 0s 1s 0s
0.030063999999999997 1s 0s 0s 1s 0s 1s 1s 1s
0.030067999999999998 1s 0s 0s 1s 0s 1s 0s 0s
0.030071999999999998 1s 0s 0s 1s 0s 0s 0s 1s
0.030076 1s 0s 0s 0s 1s 1s 1s 0s
0.03008 1s 0s 0s 0s 1s 0s 1s 1s
0.030084 1s 0s 0s 0s 0s 1s 1s 1s
0.030088 1s 0s 0s 0s 0s 1s 0s 0s
0.030091999999999997 1s 0s 0s 0s 0s 0s 0s 1s
0.030095999999999998 0s 1s 1s 1s 1s 1s 1s 0s
0.0301 0s 1s 1s 1s 1s 0s 1s 1s
0.030104 0s 1s 1s 1s 1s 0s 0s 0s
0.030108 0s 1s 1s 1s 0s 1s 0s 0s
0.030112 0s 1s 1s 1s 0s 0s 0s 1s
0.030115999999999997 0s 1s 1s 0s 1s 1s 1s 0s
0.030119999999999997 0s 1s 1s 0s 1s 0s 1s 1s
0.030123999999999998 0s 1s 1s 0s 1s 0s 0s 0s
0.030128 0s 1s 1s 0s 0s 1s 0s 1s
0.030132 0s 1s 1s 0s 0s 0s 1s 0s
0.030136 0s 1s 0s 1s 1s 1s 1s 1s
0.03014 0s 1s 0s 1s 1s 1s 0s 0s
0.030143999999999997 0s 1s 0s 1s 1s 0s 0s 1s
0.030147999999999998 0s 1s 0s 1s 0s 1s 1s 0s
0.030151999999999998 0s 1s 0s 1s 0s 0s 1s 1s
0.030156 0s 1s 0s 1s 0s 0s 0s 0s
0.03016 0s 1s 0s 0s 1s 1s 0s 1s
0.030164 0s 1s 0s 0s 1s 0s 1s 0s
0.030167999999999997 0s 1s 0s 0s 0s 1s 1s 1s
0.030171999999999997 0s 1s 0s 0s 0s 1s 0s 0s
0.030175999999999998 0s 1s 0s 0s 0s 0s 1s 0s
0.03018 0s 0s 1s 1s 1s 1s 1s 1s
0.030184 0s 0s 1s 1s 1s 1s 0s 0s
0.030188 0s 0s 1s 1s 1s 0s 0s 1s
0.030192 0s 0s 1s 1s 0s 1s 1s 1s
0.030195999999999997 0s 0s 1s 1s 0s 1s 0s 0s
0.030199999999999998 0s 0s 1s 1s 0s 0s 1s 0s
0.030203999999999998 0s 0s 1s 0s 1s 1s 1s 1s
0.030208 0s 0s 1s 0s 1s 1s 0s 1s
0.030212 0s 0s 1s 0s 1s 0s 1s 0s
0.030216 0s 0s 1s 0s 1s 0s 0s 0s
0.03022 0s 0s 1s 0s 0s 1s 1s 0s
0.030223999999999997 0s 0s 1s 0s 0s 1s 0s 0s
0.030227999999999998 0s 0s 1s 0s 0s 0s 0s 1s
0.030232 0s 0s 0s 1s 1s 1s 1s 1s
0.030236 0s 0s 0s 1s 1s 1s 0s 1s
0.03024 0s 0s 0s 1s 1s 0s 1s 1s
0.030244 0s 0s 0s 1s 1s 0s 0s 1s
0.030247999999999997 0s 0s 0s 1s 0s 1s 1s 1s
0.030251999999999998 0s 0s 0s 1s 0s 1s 1s 0s
0.030255999999999998 0s 0s 0s 1s 0s 1s 0s 0s
0.03026 0s 0s 0s 1s 0s 0s 1s 0s
0.030264 0s 0s 0s 1s 0s 0s 0s 1s
0.030268 0s 0s 0s 0s 1s 1s 1s 1s
0.030272 0s 0s 0s 0s 1s 1s 1s 0s
0.030275999999999997 0s 0s 0s 0s 1s 1s 0s 0s
0.030279999999999998 0s 0s 0s 0s 1s 0s 1s 1s
0.030284 0s 0s 0s 0s 1s 0s 1s 0s
0.030288 0s 0s 0s 0s 1s 0s 0s 0s
0.030292 0s 0s 0s 0s 0s 1s 1s 1s
0.030296 0s 0s 0s 0s 0s 1s 1s 0s
0.030299999999999997 0s 0s 0s 0s 0s 1s 0s 1s
0.030303999999999998 0s 0s 0s 0s 0s 1s 0s 0s
0.030307999999999998 0s 0s 0s 0s 0s 1s 0s 0s
0.030312 0s 0s 0s 0s 0s 0s 1s 1s
0.030316 0s 0s 0s 0s 0s 0s 1s 0s
0.03032 0s 0s 0s 0s 0s 0s 1s 0s
0.030324 0s 0s 0s 0s 0s 0s 0s 1s
0.030327999999999997 0s 0s 0s 0s 0s 0s 0s 1s
0.030331999999999998 0s 0s 0s 0s 0s 0s 0s 0s
0.030336 0s 0s 0s 0s 0s 0s 0s 0s
0.03034 0s 0s 0s 0s 0s 0s 0s 0s
0.030344 0s 0s 0s 0s 0s 0s 0s 0s
0.030348 0s 0s 0s 0s 0s 0s 0s 0s
0.030351999999999997 0s 0s 0s 0s 0s 0s 0s 0s
0.030355999999999998 0s 0s 0s 0s 0s 0s 0s 0s
0.030359999999999998 0s 0s 0s 0s 0s 0s 0s 0s
0.030364 0s 0s 0s 0s 0s 0s 0s 0s
0.030368 0s 0s 0s 0s 0s 0s 0s 0s
0.030372 0s 0s 0s 0s 0s 0s 0s 1s
0.030376 0s 0s 0s 0s 0s 0s 0s 1s
0.030379999999999997 0s 0s 0s 0s 0s 0s 1s 0s
0.030383999999999998 0s 0s 0s 0s 0s 0s 1s 0s
0.030388 0s 0s 0s 0s 0s 0s 1s 1s
0.030392 0s 0s 0s 0s 0s 1s 0s 0s
0.030396 0s 0s 0s 0s 0s 1s 0s 1s
0.0304 0s 0s 0s 0s 0s 1s 1s 0s
0.030403999999999997 0s 0s 0s 0s 0s 1s 1s 1s
0.030407999999999998 0s 0s 0s 0s 1s 0s 0s 0s
0.030411999999999998 0s 0s 0s 0s 1s 0s 0s 1s
0.030416 0s 0s 0s 0s 1s 0s 1s 0s
0.03042 0s 0s 0s 0s 1s 1s 0s 0s
0.030424 0s 0s 0s 0s 1s 1s 0s 1s
0.030428 0s 0s 0s 0s 1s 1s 1s 0s
0.030431999999999997 0s 0s 0s 1s 0s 0s 0s 0s
0.030435999999999998 0s 0s 0s 1s 0s 0s 0s 1s
0.03044 0s 0s 0s 1s 0s 0s 1s 1s
0.030444 0s 0s 0s 1s 0s 1s 0s 1s
0.030448 0s 0s 0s 1s 0s 1s 1s 1s
0.030452 0s 0s 0s 1s 1s 0s 0s 0s
0.030455999999999997 0s 0s 0s 1s 1s 0s 1s 0s
0.030459999999999997 0s 0s 0s 1s 1s 1s 0s 0s
0.030463999999999998 0s 0s 0s 1s 1s 1s 1s 0s
0.030468 0s 0s 1s 0s 0s 0s 0s 0s
0.030472 0s 0s 1s 0s 0s 0s 1s 1s
0.030476 0s 0s 1s 0s 0s 1s 0s 1s
0.03048 0s 0s 1s 0s 0s 1s 1s 1s
0.030483999999999997 0s 0s 1s 0s 1s 0s 0s 1s
0.030487999999999998 0s 0s 1s 0s 1s 1s 0s 0s
0.030492 0s 0s 1s 0s 1s 1s 1s 0s
0.030496 0s 0s 1s 1s 0s 0s 0s 0s
0.0305 0s 0s 1s 1s 0s 0s 1s 1s
0.030504 0s 0s 1s 1s 0s 1s 1s 0s
0.030507999999999997 0s 0s 1s 1s 1s 0s 0s 0s
0.030511999999999997 0s 0s 1s 1s 1s 0s 1s 1s
0.030515999999999998 0s 0s 1s 1s 1s 1s 0s 1s
0.03052 0s 1s 0s 0s 0s 0s 0s 0s
0.030524 0s 1s 0s 0s 0s 0s 1s 1s
0.030528 0s 1s 0s 0s 0s 1s 1s 0s
0.030532 0s 1s 0s 0s 1s 0s 0s 1s
0.030535999999999997 0s 1s 0s 0s 1s 0s 1s 1s
0.030539999999999998 0s 1s 0s 0s 1s 1s 1s 0s
0.030543999999999998 0s 1s 0s 1s 0s 0s 0s 1s
0.030548 0s 1s 0s 1s 0s 1s 0s 0s
0.030552 0s 1s 0s 1s 0s 1s 1s 1s
0.030556 0s 1s 0s 1s 1s 0s 1s 0s
0.030559999999999997 0s 1s 0s 1s 1s 1s 0s 1s
0.030563999999999997 0s 1s 1s 0s 0s 0s 0s 0s
0.030567999999999998 0s 1s 1s 0s 0s 0s 1s 1s
0.030572 0s 1s 1s 0s 0s 1s 1s 0s
0.030576 0s 1s 1s 0s 1s 0s 1s 0s
0.03058 0s 1s 1s 0s 1s 1s 0s 1s
0.030584 0s 1s 1s 1s 0s 0s 0s 0s
0.030587999999999997 0s 1s 1s 1s 0s 0s 1s 1s
0.030591999999999998 0s 1s 1s 1s 0s 1s 1s 0s
0.030595999999999998 0s 1s 1s 1s 1s 0s 0s 1s
0.0306 0s 1s 1s 1s 1s 1s 0s 0s
0.030604 0s 1s 1s 1s 1s 1s 1s 1s
0.030608 1s 0s 0s 0s 0s 0s 1s 1s
0.030612 1s 0s 0s 0s 0s 1s 1s 0s
0.030615999999999997 1s 0s 0s 0s 1s 0s 0s 1s
0.030619999999999998 1s 0s 0s 0s 1s 1s 0s 0s
0.030624 1s 0s 0s 0s 1s 1s 1s 1s
0.030628 1s 0s 0s 1s 0s 0s 1s 0s
0.030632 1s 0s 0s 1s 0s 1s 0s 1s
0.030636 1s 0s 0s 1s 1s 0s 0s 1s
0.030639999999999997 1s 0s 0s 1s 1s 1s 0s 0s
0.030643999999999998 1s 0s 0s 1s 1s 1s 1s 1s
0.030647999999999998 1s 0s 1s 0s 0s 0s 1s 0s
0.030652 1s 0s 1s 0s 0s 1s 0s 1s
0.030656 1s 0s 1s 0s 1s 0s 0s 0s
0.03066 1s 0s 1s 0s 1s 0s 1s 1s
0.030664 1s 0s 1s 0s 1s 1s 1s 0s
0.030667999999999997 1s 0s 1s 1s 0s 0s 0s 1s
0.030671999999999998 1s 0s 1s 1s 0s 1s 0s 0s
0.030676 1s 0s 1s 1s 0s 1s 1s 0s
0.03068 1s 0s 1s 1s 1s 0s 0s 1s
0.030684 1s 0s 1s 1s 1s 1s 0s 0s
0.030688 1s 0s 1s 1s 1s 1s 1s 1s
0.030691999999999997 1s 1s 0s 0s 0s 0s 1s 0s
0.030695999999999998 1s 1s 0s 0s 0s 1s 0s 0s
0.030699999999999998 1s 1s 0s 0s 0s 1s 1s 1s
0.030704 1s 1s 0s 0s 1s 0s 0s 1s
0.030708 1s 1s 0s 0s 1s 1s 0s 0s
0.030712 1s 1s 0s 0s 1s 1s 1s 1s
0.030716 1s 1s 0s 1s 0s 0s 0s 1s
0.030719999999999997 1s 1s 0s 1s 0s 0s 1s 1s
0.030723999999999998 1s 1s 0s 1s 0s 1s 1s 0s
0.030728 1s 1s 0s 1s 1s 0s 0s 0s
0.030732 1s 1s 0s 1s 1s 0s 1s 0s
0.030736 1s 1s 0s 1s 1s 1s 0s 0s
0.03074 1s 1s 0s 1s 1s 1s 1s 1s
0.030743999999999997 1s 1s 1s 0s 0s 0s 0s 1s
0.030747999999999998 1s 1s 1s 0s 0s 0s 1s 1s
0.030751999999999998 1s 1s 1s 0s 0s 1s 0s 1s
0.030756 1s 1s 1s 0s 0s 1s 1s 1s
0.03076 1s 1s 1s 0s 1s 0s 0s 0s
0.030764 1s 1s 1s 0s 1s 0s 1s 0s
0.030768 1s 1s 1s 0s 1s 1s 0s 0s
0.030771999999999997 1s 1s 1s 0s 1s 1s 1s 0s
0.030775999999999998 1s 1s 1s 0s 1s 1s 1s 1s
0.03078 1s 1s 1s 1s 0s 0s 0s 1s
0.030784 1s 1s 1s 1s 0s 0s 1s 0s
0.030788 1s 1s 1s 1s 0s 0s 1s 1s
0.030792 1s 1s 1s 1s 0s 1s 0s 1s
0.030795999999999997 1s 1s 1s 1s 0s 1s 1s 0s
0.030799999999999998 1s 1s 1s 1s 0s 1s 1s 1s
0.030803999999999998 1s 1s 1s 1s 1s 0s 0s 0s
0.030808 1s 1s 1s 1s 1s 0s 0s 1s
0.030812 1s 1s 1s 1s 1s 0s 1s 0s
0.030816 1s 1s 1s 1s 1s 0s 1s 1s
0.03082 1s 1s 1s 1s 1s 1s 0s 0s
0.030823999999999997 1s 1s 1s 1s 1s 1s 0s 1s
0.030827999999999998 1s 1s 1s 1s 1s 1s 0s 1s
0.030832 1s 1s 1s 1s 1s 1s 1s 0s
0.030836 1s 1s 1s 1s 1s 1s 1s 0s
0.03084 1s 1s 1s 1s 1s 1s 1s 1s
0.030844 1s 1s 1s 1s 1s 1s 1s 1s
0.030847999999999997 1s 1s 1s 1s 1s 1s 1s 1s
0.030851999999999997 1s 1s 1s 1s 1s 1s 1s 1s
0.030855999999999998 1s 1s 1s 1s 1s 1s 1s 1s
0.03086 1s 1s 1s 1s 1s 1s 1s 1s
0.030864 1s 1s 1s 1s 1s 1s 1s 1s
0.030868 1s 1s 1s 1s 1s 1s 1s 1s
0.030872 1s 1s 1s 1s 1s 1s 1s 1s
0.030875999999999997 1s 1s 1s 1s 1s 1s 1s 1s
0.030879999999999998 1s 1s 1s 1s 1s 1s 1s 0s
0.030883999999999998 1s 1s 1s 1s 1s 1s 1s 0s
0.030888 1s 1s 1s 1s 1s 1s 0s 1s
0.030892 1s 1s 1s 1s 1s 1s 0s 1s
0.030896 1s 1s 1s 1s 1s 1s 0s 0s
0.030899999999999997 1s 1s 1s 1s 1s 0s 1s 1s
0.030903999999999997 1s 1s 1s 1s 1s 0s 1s 1s
0.030907999999999998 1s 1s 1s 1s 1s 0s 1s 0s
0.030912 1s 1s 1s 1s 1s 0s 0s 1s
0.030916 1s 1s 1s 1s 1s 0s 0s 0s
0.03092 1s 1s 1s 1s 0s 1s 1s 1s
0.030924 1s 1s 1s 1s 0s 1s 0s 1s
0.030927999999999997 1s 1s 1s 1s 0s 1s 0s 0s
0.030931999999999998 1s 1s 1s 1s 0s 0s 1s 1s
0.030935999999999998 1s 1s 1s 1s 0s 0s 0s 1s
0.03094 1s 1s 1s 1s 0s 0s 0s 0s
0.030944 1s 1s 1s 0s 1s 1s 1s 0s
0.030948 1s 1s 1s 0s 1s 1s 0s 1s
0.030951999999999997 1s 1s 1s 0s 1s 0s 1s 1s
0.030955999999999997 1s 1s 1s 0s 1s 0s 0s 1s
0.030959999999999998 1s 1s 1s 0s 1s 0s 0s 0s
0.030964 1s 1s 1s 0s 0s 1s 1s 0s
0.030968 1s 1s 1s 0s 0s 1s 0s 0s
0.030972 1s 1s 1s 0s 0s 0s 1s 0s
0.030976 1s 1s 1s 0s 0s 0s 0s 0s
0.030979999999999997 1s 1s 0s 1s 1s 1s 1s 0s
0.030983999999999998 1s 1s 0s 1s 1s 0s 1s 1s
0.030987999999999998 1s 1s 0s 1s 1s 0s 0s 1s
0.030992 1s 1s 0s 1s 0s 1s 1s 1s
0.030996 1s 1s 0s 1s 0s 1s 0s 1s
0.031 1s 1s 0s 1s 0s 0s 1s 0s
0.031004 1s 1s 0s 1s 0s 0s 0s 0s
0.031007999999999997 1s 1s 0s 0s 1s 1s 0s 1s
0.031011999999999998 1s 1s 0s 0s 1s 0s 1s 1s
0.031016 1s 1s 0s 0s 1s 0s 0s 0s
0.03102 1s 1s 0s 0s 0s 1s 1s 0s
0.031024 1s 1s 0s 0s 0s 0s 1s 1s
0.031028 1s 1s 0s 0s 0s 0s 0s 0s
0.031031999999999997 1s 0s 1s 1s 1s 1s 0s 1s
0.031035999999999998 1s 0s 1s 1s 1s 0s 1s 1s
0.031039999999999998 1s 0s 1s 1s 1s 0s 0s 0s
0.031044 1s 0s 1s 1s 0s 1s 0s 1s
0.031048 1s 0s 1s 1s 0s 0s 1s 0s
0.031052 1s 0s 1s 0s 1s 1s 1s 1s
0.031056 1s 0s 1s 0s 1s 1s 0s 0s
0.031059999999999997 1s 0s 1s 0s 1s 0s 0s 1s
0.031063999999999998 1s 0s 1s 0s 0s 1s 1s 0s
0.031068 1s 0s 1s 0s 0s 0s 1s 1s
0.031072 1s 0s 1s 0s 0s 0s 0s 0s
0.031076 1s 0s 0s 1s 1s 1s 0s 1s
0.03108 1s 0s 0s 1s 1s 0s 1s 0s
0.031083999999999997 1s 0s 0s 1s 0s 1s 1s 1s
0.031087999999999998 1s 0s 0s 1s 0s 1s 0s 0s
0.031091999999999998 1s 0s 0s 1s 0s 0s 0s 1s
0.031096 1s 0s 0s 0s 1s 1s 1s 0s
0.0311 1s 0s 0s 0s 1s 0s 1s 1s
0.031104 1s 0s 0s 0s 0s 1s 1s 1s
0.031108 1s 0s 0s 0s 0s 1s 0s 0s
0.031111999999999997 1s 0s 0s 0s 0s 0s 0s 1s
0.031115999999999998 0s 1s 1s 1s 1s 1s 1s 0s
0.03112 0s 1s 1s 1s 1s 0s 1s 1s
0.031124 0s 1s 1s 1s 1s 0s 0s 0s
0.031128 0s 1s 1s 1s 0s 1s 0s 0s
0.031132 0s 1s 1s 1s 0s 0s 0s 1s
0.031135999999999997 0s 1s 1s 0s 1s 1s 1s 0s
0.031139999999999998 0s 1s 1s 0s 1s 0s 1s 1s
0.031143999999999998 0s 1s 1s 0s 1s 0s 0s 0s
0.031148 0s 1s 1s 0s 0s 1s 0s 1s
0.031152 0s 1s 1s 0s 0s 0s 1s 0s
0.031156 0s 1s 0s 1s 1s 1s 1s 1s
0.03116 0s 1s 0s 1s 1s 1s 0s 0s
0.031163999999999997 0s 1s 0s 1s 1s 0s 0s 1s
0.031167999999999998 0s 1s 0s 1s 0s 1s 1s 0s
0.031172 0s 1s 0s 1s 0s 0s 1s 1s
0.031176 0s 1s 0s 1s 0s 0s 0s 0s
0.03118 0s 1s 0s 0s 1s 1s 0s 1s
0.031184 0s 1s 0s 0s 1s 0s 1s 0s
0.031187999999999997 0s 1s 0s 0s 0s 1s 1s 1s
0.031191999999999998 0s 1s 0s 0s 0s 1s 0s 0s
0.031195999999999998 0s 1s 0s 0s 0s 0s 1s 0s
0.0312 0s 0s 1s 1s 1s 1s 1s 1s
0.031204 0s 0s 1s 1s 1s 1s 0s 0s
0.031208 0s 0s 1s 1s 1s 0s 0s 1s
0.031212 0s 0s 1s 1s 0s 1s 1s 1s
0.031215999999999997 0s 0s 1s 1s 0s 1s 0s 0s
0.031219999999999998 0s 0s 1s 1s 0s 0s 1s 0s
0.031224 0s 0s 1s 0s 1s 1s 1s 1s
0.031228 0s 0s 1s 0s 1s 1s 0s 1s
0.031232 0s 0s 1s 0s 1s 0s 1s 0s
0.031236 0s 0s 1s 0s 1s 0s 0s 0s
0.031239999999999997 0s 0s 1s 0s 0s 1s 1s 0s
0.031243999999999997 0s 0s 1s 0s 0s 1s 0s 0s
0.031247999999999998 0s 0s 1s 0s 0s 0s 0s 1s
